Year_Season,HospitalID,HospitalClass,StrokeRehabNumber,StrokeNumber,StrokeRehabRate,StrokeRehabRegionRate,StrokeRehabCountryRate,CityCode,TownCode
2017_2,132110519,3,9,12,0.75,0.7135,0.6963,68000,68000110
2017_3,132110519,3,19,24,0.7917,0.7321,0.6963,68000,68000110
2017_4,132110519,3,10,10,1,0.6848,0.6863,68000,68000110
2018_1,132110519,3,10,16,0.625,0.7225,0.6935,68000,68000110
2018_2,132110519,3,13,14,0.9286,0.7374,0.7035,68000,68000110
2018_3,132110519,3,11,15,0.7333,0.7183,0.6948,68000,68000110
2018_4,132110519,3,18,22,0.8182,0.7164,0.7061,68000,68000110
2019_1,132110519,3,12,20,0.6,0.7247,0.7023,68000,68000110
2019_2,132110519,3,15,19,0.7895,0.7036,0.7081,68000,68000110
2019_3,132110519,3,19,22,0.8636,0.7166,0.7043,68000,68000110
2019_4,132110519,3,17,18,0.9444,0.7116,0.7101,68000,68000110
2020_1,132110519,3,12,16,0.75,0.6924,0.7204,68000,68000110
2020_2,132110519,3,17,24,0.7083,0.7092,0.7184,68000,68000110
2020_3,132110519,3,15,20,0.75,0.7237,0.7202,68000,68000110
2020_4,132110519,3,21,25,0.84,0.7232,0.7261,68000,68000110
2021_1,132110519,3,7,11,0.6364,0.7168,0.7219,68000,68000110
2021_2,132110519,3,11,20,0.55,0.7064,0.7045,68000,68000110
2021_3,132110519,3,12,23,0.5217,0.7344,0.7243,68000,68000110
2021_4,132110519,3,11,11,1,0.7322,0.7376,68000,68000110
2022_1,132110519,3,5,13,0.3846,0.7645,0.7516,68000,68000110
2022_2,132110519,3,8,13,0.6154,0.7505,0.7522,68000,68000110
2022_3,132110519,3,9,15,0.6,0.7256,0.7411,68000,68000110
2022_4,132110519,3,7,18,0.3889,0.765,0.7564,68000,68000110
2023_1,132110519,3,18,28,0.6429,0.7532,0.7502,68000,68000110
2023_2,132110519,3,19,25,0.76,0.7542,0.7581,68000,68000110
2023_3,132110519,3,9,14,0.6429,0.7628,0.7534,68000,68000110
2023_4,132110519,3,10,23,0.4348,0.7253,0.7554,68000,68000110
2016_1,135010016,2,13,27,0.4815,0.657,0.6686,10005,10005010
2016_2,135010016,2,12,28,0.4286,0.6689,0.6761,10005,10005010
2016_3,135010016,2,22,44,0.5,0.6741,0.6824,10005,10005010
2016_4,135010016,2,22,44,0.5,0.6722,0.6773,10005,10005010
2017_1,135010016,2,17,31,0.5484,0.6967,0.6907,10005,10005010
2017_2,135010016,2,22,34,0.6471,0.7135,0.6963,10005,10005010
2017_3,135010016,2,17,39,0.4359,0.7321,0.6963,10005,10005010
2017_4,135010016,2,13,45,0.2889,0.6848,0.6863,10005,10005010
2018_1,135010016,2,18,37,0.4865,0.7225,0.6935,10005,10005010
2018_2,135010016,2,28,45,0.6222,0.7374,0.7035,10005,10005010
2018_3,135010016,2,19,24,0.7917,0.7183,0.6948,10005,10005010
2018_4,135010016,2,18,41,0.439,0.7164,0.7061,10005,10005010
2019_1,135010016,2,14,32,0.4375,0.7247,0.7023,10005,10005010
2019_2,135010016,2,27,43,0.6279,0.7036,0.7081,10005,10005010
2019_3,135010016,2,21,37,0.5676,0.7166,0.7043,10005,10005010
2019_4,135010016,2,22,35,0.6286,0.7116,0.7101,10005,10005010
2020_1,135010016,2,26,36,0.7222,0.6924,0.7204,10005,10005010
2020_2,135010016,2,22,31,0.7097,0.7092,0.7184,10005,10005010
2020_3,135010016,2,32,42,0.7619,0.7237,0.7202,10005,10005010
2020_4,135010016,2,29,49,0.5918,0.7232,0.7261,10005,10005010
2021_1,135010016,2,24,37,0.6486,0.7168,0.7219,10005,10005010
2021_2,135010016,2,28,45,0.6222,0.7064,0.7045,10005,10005010
2021_3,135010016,2,21,31,0.6774,0.7344,0.7243,10005,10005010
2021_4,135010016,2,25,29,0.8621,0.7322,0.7376,10005,10005010
2022_1,135010016,2,23,34,0.6765,0.7645,0.7516,10005,10005010
2022_2,135010016,2,27,35,0.7714,0.7505,0.7522,10005,10005010
2022_3,135010016,2,21,29,0.7241,0.7256,0.7411,10005,10005010
2022_4,135010016,2,29,39,0.7436,0.765,0.7564,10005,10005010
2023_1,135010016,2,20,35,0.5714,0.7532,0.7502,10005,10005010
2023_2,135010016,2,27,36,0.75,0.7542,0.7581,10005,10005010
2023_3,135010016,2,28,39,0.7179,0.7628,0.7534,10005,10005010
2023_4,135010016,2,30,41,0.7317,0.7253,0.7554,10005,10005010
2016_1,136010010,2,45,65,0.6923,0.6743,0.6686,66000,66000090
2016_2,136010010,2,31,64,0.4844,0.6648,0.6761,66000,66000090
2016_3,136010010,2,47,64,0.7344,0.7002,0.6824,66000,66000090
2016_4,136010010,2,40,57,0.7018,0.672,0.6773,66000,66000090
2017_1,136010010,2,40,52,0.7692,0.7029,0.6907,66000,66000090
2017_2,136010010,2,49,68,0.7206,0.7107,0.6963,66000,66000090
2017_3,136010010,2,53,66,0.803,0.7035,0.6963,66000,66000090
2017_4,136010010,2,46,71,0.6479,0.6994,0.6863,66000,66000090
2018_1,136010010,2,43,64,0.6719,0.675,0.6935,66000,66000090
2018_2,136010010,2,37,44,0.8409,0.6968,0.7035,66000,66000090
2018_3,136010010,2,34,43,0.7907,0.6866,0.6948,66000,66000090
2018_4,136010010,2,37,58,0.6379,0.6913,0.7061,66000,66000090
2019_1,136010010,2,41,60,0.6833,0.6831,0.7023,66000,66000090
2019_2,136010010,2,37,44,0.8409,0.6958,0.7081,66000,66000090
2019_3,136010010,2,54,72,0.75,0.7281,0.7043,66000,66000090
2019_4,136010010,2,36,49,0.7347,0.7022,0.7101,66000,66000090
2020_1,136010010,2,36,51,0.7059,0.7275,0.7204,66000,66000090
2020_2,136010010,2,31,46,0.6739,0.7514,0.7184,66000,66000090
2020_3,136010010,2,45,57,0.7895,0.7319,0.7202,66000,66000090
2020_4,136010010,2,29,43,0.6744,0.748,0.7261,66000,66000090
2021_1,136010010,2,31,38,0.8158,0.7477,0.7219,66000,66000090
2021_2,136010010,2,25,30,0.8333,0.7195,0.7045,66000,66000090
2021_3,136010010,2,29,40,0.725,0.7258,0.7243,66000,66000090
2021_4,136010010,2,41,52,0.7885,0.7375,0.7376,66000,66000090
2022_1,136010010,2,33,42,0.7857,0.7542,0.7516,66000,66000090
2022_2,136010010,2,39,45,0.8667,0.741,0.7522,66000,66000090
2022_3,136010010,2,23,29,0.7931,0.7599,0.7411,66000,66000090
2022_4,136010010,2,33,42,0.7857,0.7518,0.7564,66000,66000090
2023_1,136010010,2,38,46,0.8261,0.7373,0.7502,66000,66000090
2023_2,136010010,2,32,41,0.7805,0.7532,0.7581,66000,66000090
2023_3,136010010,2,40,48,0.8333,0.7745,0.7534,66000,66000090
2023_4,136010010,2,26,32,0.8125,0.7478,0.7554,66000,66000090
2016_1,137170515,2,22,41,0.5366,0.6743,0.6686,10007,10007150
2016_2,137170515,2,23,30,0.7667,0.6648,0.6761,10007,10007150
2016_3,137170515,2,16,30,0.5333,0.7002,0.6824,10007,10007150
2016_4,137170515,2,17,27,0.6296,0.672,0.6773,10007,10007150
2017_1,137170515,2,18,38,0.4737,0.7029,0.6907,10007,10007150
2017_2,137170515,2,19,29,0.6552,0.7107,0.6963,10007,10007150
2017_3,137170515,2,23,34,0.6765,0.7035,0.6963,10007,10007150
2017_4,137170515,2,15,30,0.5,0.6994,0.6863,10007,10007150
2018_1,137170515,2,30,40,0.75,0.675,0.6935,10007,10007150
2018_2,137170515,2,22,35,0.6286,0.6968,0.7035,10007,10007150
2018_3,137170515,2,16,33,0.4848,0.6866,0.6948,10007,10007150
2018_4,137170515,2,30,45,0.6667,0.6913,0.7061,10007,10007150
2019_1,137170515,2,19,38,0.5,0.6831,0.7023,10007,10007150
2019_2,137170515,2,22,48,0.4583,0.6958,0.7081,10007,10007150
2019_3,137170515,2,28,43,0.6512,0.7281,0.7043,10007,10007150
2019_4,137170515,2,25,39,0.641,0.7022,0.7101,10007,10007150
2020_1,137170515,2,42,60,0.7,0.7275,0.7204,10007,10007150
2020_2,137170515,2,30,41,0.7317,0.7514,0.7184,10007,10007150
2020_3,137170515,2,31,39,0.7949,0.7319,0.7202,10007,10007150
2020_4,137170515,2,34,43,0.7907,0.748,0.7261,10007,10007150
2021_1,137170515,2,32,42,0.7619,0.7477,0.7219,10007,10007150
2021_2,137170515,2,24,36,0.6667,0.7195,0.7045,10007,10007150
2021_3,137170515,2,23,37,0.6216,0.7258,0.7243,10007,10007150
2021_4,137170515,2,29,39,0.7436,0.7375,0.7376,10007,10007150
2022_1,137170515,2,30,34,0.8824,0.7542,0.7516,10007,10007150
2022_2,137170515,2,15,28,0.5357,0.741,0.7522,10007,10007150
2022_3,137170515,2,25,30,0.8333,0.7599,0.7411,10007,10007150
2022_4,137170515,2,31,44,0.7045,0.7518,0.7564,10007,10007150
2023_1,137170515,2,33,43,0.7674,0.7373,0.7502,10007,10007150
2023_2,137170515,2,26,33,0.7879,0.7532,0.7581,10007,10007150
2023_3,137170515,2,31,38,0.8158,0.7745,0.7534,10007,10007150
2023_4,137170515,2,29,38,0.7632,0.7478,0.7554,10007,10007150
2016_1,138010027,2,24,37,0.6486,0.6743,0.6686,10008,10008010
2016_2,138010027,2,22,39,0.5641,0.6648,0.6761,10008,10008010
2016_3,138010027,2,24,35,0.6857,0.7002,0.6824,10008,10008010
2016_4,138010027,2,16,29,0.5517,0.672,0.6773,10008,10008010
2017_1,138010027,2,20,29,0.6897,0.7029,0.6907,10008,10008010
2017_2,138010027,2,15,30,0.5,0.7107,0.6963,10008,10008010
2017_3,138010027,2,30,44,0.6818,0.7035,0.6963,10008,10008010
2017_4,138010027,2,8,20,0.4,0.6994,0.6863,10008,10008010
2018_1,138010027,2,26,32,0.8125,0.675,0.6935,10008,10008010
2018_2,138010027,2,30,40,0.75,0.6968,0.7035,10008,10008010
2018_3,138010027,2,30,38,0.7895,0.6866,0.6948,10008,10008010
2018_4,138010027,2,27,38,0.7105,0.6913,0.7061,10008,10008010
2019_1,138010027,2,19,25,0.76,0.6831,0.7023,10008,10008010
2019_2,138010027,2,21,28,0.75,0.6958,0.7081,10008,10008010
2019_3,138010027,2,45,52,0.8654,0.7281,0.7043,10008,10008010
2019_4,138010027,2,22,34,0.6471,0.7022,0.7101,10008,10008010
2020_1,138010027,2,18,24,0.75,0.7275,0.7204,10008,10008010
2020_2,138010027,2,29,35,0.8286,0.7514,0.7184,10008,10008010
2020_3,138010027,2,45,54,0.8333,0.7319,0.7202,10008,10008010
2020_4,138010027,2,22,29,0.7586,0.748,0.7261,10008,10008010
2021_1,138010027,2,30,40,0.75,0.7477,0.7219,10008,10008010
2021_2,138010027,2,35,43,0.814,0.7195,0.7045,10008,10008010
2021_3,138010027,2,33,40,0.825,0.7258,0.7243,10008,10008010
2021_4,138010027,2,32,39,0.8205,0.7375,0.7376,10008,10008010
2022_1,138010027,2,22,29,0.7586,0.7542,0.7516,10008,10008010
2022_2,138010027,2,21,30,0.7,0.741,0.7522,10008,10008010
2022_3,138010027,2,28,35,0.8,0.7599,0.7411,10008,10008010
2022_4,138010027,2,27,33,0.8182,0.7518,0.7564,10008,10008010
2023_1,138010027,2,28,41,0.6829,0.7373,0.7502,10008,10008010
2023_2,138010027,2,22,29,0.7586,0.7532,0.7581,10008,10008010
2023_3,138010027,2,42,47,0.8936,0.7745,0.7534,10008,10008010
2023_4,138010027,2,30,37,0.8108,0.7478,0.7554,10008,10008010
2022_2,138030010,2,0,1,0,0.741,0.7522,10008,10008030
2016_1,140010028,3,1,2,0.5,0.6552,0.6686,10010,10010020
2016_2,140010028,3,4,4,1,0.6339,0.6761,10010,10010020
2016_3,140010028,3,2,6,0.3333,0.6743,0.6824,10010,10010020
2017_1,140010028,3,2,4,0.5,0.6898,0.6907,10010,10010020
2017_2,140010028,3,3,4,0.75,0.6578,0.6963,10010,10010020
2017_3,140010028,3,1,1,1,0.6704,0.6963,10010,10010020
2018_1,140010028,3,0,2,0,0.652,0.6935,10010,10010020
2018_2,140010028,3,1,2,0.5,0.7067,0.7035,10010,10010020
2018_3,140010028,3,1,1,1,0.696,0.6948,10010,10010020
2018_4,140010028,3,2,2,1,0.702,0.7061,10010,10010020
2019_1,140010028,3,1,4,0.25,0.6801,0.7023,10010,10010020
2019_2,140010028,3,2,2,1,0.6847,0.7081,10010,10010020
2019_3,140010028,3,1,1,1,0.6677,0.7043,10010,10010020
2019_4,140010028,3,1,2,0.5,0.7021,0.7101,10010,10010020
2020_1,140010028,3,0,2,0,0.7223,0.7204,10010,10010020
2020_2,140010028,3,1,2,0.5,0.6816,0.7184,10010,10010020
2020_3,140010028,3,1,1,1,0.7008,0.7202,10010,10010020
2020_4,140010028,3,2,2,1,0.705,0.7261,10010,10010020
2021_2,140010028,3,1,1,1,0.705,0.7045,10010,10010020
2022_1,140010028,3,0,1,0,0.7368,0.7516,10010,10010020
2022_2,140010028,3,0,2,0,0.7553,0.7522,10010,10010020
2022_3,140010028,3,1,1,1,0.703,0.7411,10010,10010020
2022_4,140010028,3,1,3,0.3333,0.7381,0.7564,10010,10010020
2023_1,140010028,3,1,2,0.5,0.7233,0.7502,10010,10010020
2023_2,140010028,3,1,2,0.5,0.7272,0.7581,10010,10010020
2023_3,140010028,3,1,1,1,0.723,0.7534,10010,10010020
2016_1,141010013,3,4,6,0.6667,0.6552,0.6686,10021,67000010
2016_2,141010013,3,1,1,1,0.6339,0.6761,10021,67000010
2016_3,141010013,3,5,7,0.7143,0.6743,0.6824,10021,67000010
2016_4,141010013,3,5,7,0.7143,0.6634,0.6773,10021,67000010
2017_1,141010013,3,1,1,1,0.6898,0.6907,10021,67000010
2017_2,141010013,3,1,1,1,0.6578,0.6963,10021,67000010
2017_3,141010013,3,2,3,0.6667,0.6704,0.6963,10021,67000010
2017_4,141010013,3,0,2,0,0.6721,0.6863,10021,67000010
2018_2,141010013,3,3,4,0.75,0.7067,0.7035,10021,67000010
2018_3,141010013,3,1,1,1,0.696,0.6948,10021,67000010
2018_4,141010013,3,1,3,0.3333,0.702,0.7061,10021,67000010
2019_2,141010013,3,1,1,1,0.6847,0.7081,10021,67000010
2019_4,141010013,3,2,2,1,0.7021,0.7101,10021,67000010
2020_1,141010013,3,2,2,1,0.7223,0.7204,10021,67000010
2020_2,141010013,3,1,3,0.3333,0.6816,0.7184,10021,67000010
2020_3,141010013,3,3,4,0.75,0.7008,0.7202,10021,67000010
2020_4,141010013,3,0,2,0,0.705,0.7261,10021,67000010
2021_1,141010013,3,2,3,0.6667,0.7199,0.7219,10021,67000010
2021_2,141010013,3,2,2,1,0.705,0.7045,10021,67000010
2021_3,141010013,3,2,3,0.6667,0.6941,0.7243,10021,67000010
2021_4,141010013,3,0,1,0,0.7089,0.7376,10021,67000010
2022_1,141010013,3,2,2,1,0.7368,0.7516,10021,67000010
2022_2,141010013,3,1,2,0.5,0.7553,0.7522,10021,67000010
2022_3,141010013,3,0,1,0,0.703,0.7411,10021,67000010
2022_4,141010013,3,1,1,1,0.7381,0.7564,10021,67000010
2023_1,141010013,3,3,3,1,0.7233,0.7502,10021,67000010
2023_2,141010013,3,1,2,0.5,0.7272,0.7581,10021,67000010
2023_3,141010013,3,0,1,0,0.723,0.7534,10021,67000010
2023_4,141010013,3,1,2,0.5,0.7438,0.7554,10021,67000010
2016_1,141060513,3,0,1,0,0.6552,0.6686,10021,67000180
2016_2,141060513,3,2,2,1,0.6339,0.6761,10021,67000180
2016_3,141060513,3,1,3,0.3333,0.6743,0.6824,10021,67000180
2016_4,141060513,3,1,6,0.1667,0.6634,0.6773,10021,67000180
2017_1,141060513,3,4,5,0.8,0.6898,0.6907,10021,67000180
2017_2,141060513,3,2,5,0.4,0.6578,0.6963,10021,67000180
2017_3,141060513,3,1,1,1,0.6704,0.6963,10021,67000180
2017_4,141060513,3,0,4,0,0.6721,0.6863,10021,67000180
2018_1,141060513,3,2,2,1,0.652,0.6935,10021,67000180
2018_2,141060513,3,6,8,0.75,0.7067,0.7035,10021,67000180
2018_3,141060513,3,4,7,0.5714,0.696,0.6948,10021,67000180
2018_4,141060513,3,2,3,0.6667,0.702,0.7061,10021,67000180
2019_1,141060513,3,2,5,0.4,0.6801,0.7023,10021,67000180
2019_2,141060513,3,4,6,0.6667,0.6847,0.7081,10021,67000180
2019_3,141060513,3,4,4,1,0.6677,0.7043,10021,67000180
2020_1,141060513,3,0,1,0,0.7223,0.7204,10021,67000180
2020_2,141060513,3,1,2,0.5,0.6816,0.7184,10021,67000180
2020_3,141060513,3,6,6,1,0.7008,0.7202,10021,67000180
2020_4,141060513,3,2,4,0.5,0.705,0.7261,10021,67000180
2021_1,141060513,3,0,1,0,0.7199,0.7219,10021,67000180
2021_3,141060513,3,2,5,0.4,0.6941,0.7243,10021,67000180
2021_4,141060513,3,1,2,0.5,0.7089,0.7376,10021,67000180
2022_1,141060513,3,0,1,0,0.7368,0.7516,10021,67000180
2022_2,141060513,3,1,2,0.5,0.7553,0.7522,10021,67000180
2022_3,141060513,3,1,3,0.3333,0.703,0.7411,10021,67000180
2022_4,141060513,3,0,1,0,0.7381,0.7564,10021,67000180
2023_1,141060513,3,2,3,0.6667,0.7233,0.7502,10021,67000180
2023_2,141060513,3,3,4,0.75,0.7272,0.7581,10021,67000180
2023_3,141060513,3,2,7,0.2857,0.723,0.7534,10021,67000180
2023_4,141060513,3,2,2,1,0.7438,0.7554,10021,67000180
2016_1,141270019,3,0,1,0,0.6552,0.6686,10021,67000270
2016_1,142030019,3,24,35,0.6857,0.6811,0.6686,64000,64000300
2016_2,142030019,3,25,33,0.7576,0.7004,0.6761,64000,64000300
2016_3,142030019,3,14,28,0.5,0.6838,0.6824,64000,64000300
2016_4,142030019,3,23,33,0.697,0.7053,0.6773,64000,64000300
2017_1,142030019,3,32,42,0.7619,0.7018,0.6907,64000,64000300
2017_2,142030019,3,21,26,0.8077,0.7144,0.6963,64000,64000300
2017_3,142030019,3,18,25,0.72,0.7209,0.6963,64000,64000300
2017_4,142030019,3,23,31,0.7419,0.7323,0.6863,64000,64000300
2018_1,142030019,3,29,41,0.7073,0.7384,0.6935,64000,64000300
2018_2,142030019,3,19,31,0.6129,0.7194,0.7035,64000,64000300
2018_3,142030019,3,22,37,0.5946,0.725,0.6948,64000,64000300
2018_4,142030019,3,25,32,0.7813,0.7428,0.7061,64000,64000300
2019_1,142030019,3,24,33,0.7273,0.7209,0.7023,64000,64000300
2019_2,142030019,3,33,49,0.6735,0.7431,0.7081,64000,64000300
2019_3,142030019,3,25,33,0.7576,0.745,0.7043,64000,64000300
2019_4,142030019,3,14,19,0.7368,0.7534,0.7101,64000,64000300
2020_1,142030019,3,13,25,0.52,0.762,0.7204,64000,64000300
2020_2,142030019,3,29,43,0.6744,0.7473,0.7184,64000,64000300
2020_3,142030019,3,23,31,0.7419,0.7337,0.7202,64000,64000300
2020_4,142030019,3,18,29,0.6207,0.7183,0.7261,64000,64000300
2021_1,142030019,3,17,25,0.68,0.7126,0.7219,64000,64000300
2021_2,142030019,3,23,35,0.6571,0.7394,0.7045,64000,64000300
2021_3,142030019,3,22,31,0.7097,0.746,0.7243,64000,64000300
2021_4,142030019,3,23,33,0.697,0.7617,0.7376,64000,64000300
2022_1,142030019,3,26,40,0.65,0.7573,0.7516,64000,64000300
2022_2,142030019,3,24,32,0.75,0.7927,0.7522,64000,64000300
2022_3,142030019,3,19,25,0.76,0.7688,0.7411,64000,64000300
2022_4,142030019,3,29,33,0.8788,0.7763,0.7564,64000,64000300
2023_1,142030019,3,33,39,0.8462,0.7923,0.7502,64000,64000300
2023_2,142030019,3,16,30,0.5333,0.7799,0.7581,64000,64000300
2023_3,142030019,3,26,39,0.6667,0.7611,0.7534,64000,64000300
2023_4,142030019,3,23,33,0.697,0.7913,0.7554,64000,64000300
2016_1,143010011,2,35,40,0.875,0.6811,0.6686,10013,10013010
2016_2,143010011,2,26,31,0.8387,0.7004,0.6761,10013,10013010
2016_3,143010011,2,28,34,0.8235,0.6838,0.6824,10013,10013010
2016_4,143010011,2,32,42,0.7619,0.7053,0.6773,10013,10013010
2017_1,143010011,2,22,29,0.7586,0.7018,0.6907,10013,10013010
2017_2,143010011,2,48,51,0.9412,0.7144,0.6963,10013,10013010
2017_3,143010011,2,33,43,0.7674,0.7209,0.6963,10013,10013010
2017_4,143010011,2,33,44,0.75,0.7323,0.6863,10013,10013010
2018_1,143010011,2,30,42,0.7143,0.7384,0.6935,10013,10013010
2018_2,143010011,2,30,41,0.7317,0.7194,0.7035,10013,10013010
2018_3,143010011,2,26,39,0.6667,0.725,0.6948,10013,10013010
2018_4,143010011,2,30,36,0.8333,0.7428,0.7061,10013,10013010
2019_1,143010011,2,22,36,0.6111,0.7209,0.7023,10013,10013010
2019_2,143010011,2,33,39,0.8462,0.7431,0.7081,10013,10013010
2019_3,143010011,2,34,46,0.7391,0.745,0.7043,10013,10013010
2019_4,143010011,2,35,44,0.7955,0.7534,0.7101,10013,10013010
2020_1,143010011,2,31,43,0.7209,0.762,0.7204,10013,10013010
2020_2,143010011,2,42,55,0.7636,0.7473,0.7184,10013,10013010
2020_3,143010011,2,34,47,0.7234,0.7337,0.7202,10013,10013010
2020_4,143010011,2,34,47,0.7234,0.7183,0.7261,10013,10013010
2021_1,143010011,2,31,40,0.775,0.7126,0.7219,10013,10013010
2021_2,143010011,2,26,35,0.7429,0.7394,0.7045,10013,10013010
2021_3,143010011,2,10,17,0.5882,0.746,0.7243,10013,10013010
2021_4,143010011,2,27,43,0.6279,0.7617,0.7376,10013,10013010
2022_1,143010011,2,31,38,0.8158,0.7573,0.7516,10013,10013010
2022_2,143010011,2,35,39,0.8974,0.7927,0.7522,10013,10013010
2022_3,143010011,2,32,39,0.8205,0.7688,0.7411,10013,10013010
2022_4,143010011,2,36,52,0.6923,0.7763,0.7564,10013,10013010
2023_1,143010011,2,27,31,0.871,0.7923,0.7502,10013,10013010
2023_2,143010011,2,26,34,0.7647,0.7799,0.7581,10013,10013010
2023_3,143010011,2,24,32,0.75,0.7611,0.7534,10013,10013010
2023_4,143010011,2,26,32,0.8125,0.7913,0.7554,10013,10013010
2016_1,143040019,3,5,6,0.8333,0.6811,0.6686,10013,10013040
2016_2,143040019,3,7,9,0.7778,0.7004,0.6761,10013,10013040
2016_3,143040019,3,3,4,0.75,0.6838,0.6824,10013,10013040
2016_4,143040019,3,2,4,0.5,0.7053,0.6773,10013,10013040
2017_1,143040019,3,5,8,0.625,0.7018,0.6907,10013,10013040
2017_2,143040019,3,1,4,0.25,0.7144,0.6963,10013,10013040
2017_3,143040019,3,2,4,0.5,0.7209,0.6963,10013,10013040
2017_4,143040019,3,4,6,0.6667,0.7323,0.6863,10013,10013040
2018_1,143040019,3,5,6,0.8333,0.7384,0.6935,10013,10013040
2018_2,143040019,3,6,7,0.8571,0.7194,0.7035,10013,10013040
2018_3,143040019,3,2,3,0.6667,0.725,0.6948,10013,10013040
2018_4,143040019,3,7,9,0.7778,0.7428,0.7061,10013,10013040
2019_1,143040019,3,7,8,0.875,0.7209,0.7023,10013,10013040
2019_2,143040019,3,5,10,0.5,0.7431,0.7081,10013,10013040
2019_3,143040019,3,4,4,1,0.745,0.7043,10013,10013040
2019_4,143040019,3,4,4,1,0.7534,0.7101,10013,10013040
2020_1,143040019,3,9,10,0.9,0.762,0.7204,10013,10013040
2020_2,143040019,3,5,8,0.625,0.7473,0.7184,10013,10013040
2020_3,143040019,3,7,7,1,0.7337,0.7202,10013,10013040
2020_4,143040019,3,5,5,1,0.7183,0.7261,10013,10013040
2021_1,143040019,3,2,3,0.6667,0.7126,0.7219,10013,10013040
2021_2,143040019,3,3,5,0.6,0.7394,0.7045,10013,10013040
2021_3,143040019,3,9,9,1,0.746,0.7243,10013,10013040
2021_4,143040019,3,6,6,1,0.7617,0.7376,10013,10013040
2022_1,143040019,3,6,6,1,0.7573,0.7516,10013,10013040
2022_2,143040019,3,1,3,0.3333,0.7927,0.7522,10013,10013040
2022_3,143040019,3,2,6,0.3333,0.7688,0.7411,10013,10013040
2022_4,143040019,3,3,5,0.6,0.7763,0.7564,10013,10013040
2023_1,143040019,3,1,4,0.25,0.7923,0.7502,10013,10013040
2023_2,143040019,3,1,2,0.5,0.7799,0.7581,10013,10013040
2023_3,143040019,3,3,4,0.75,0.7611,0.7534,10013,10013040
2023_4,143040019,3,2,3,0.6667,0.7913,0.7554,10013,10013040
2016_1,144010015,3,1,7,0.1429,0.6811,0.6686,10016,10016010
2016_2,144010015,3,3,6,0.5,0.7004,0.6761,10016,10016010
2016_3,144010015,3,4,11,0.3636,0.6838,0.6824,10016,10016010
2016_4,144010015,3,11,15,0.7333,0.7053,0.6773,10016,10016010
2017_1,144010015,3,6,10,0.6,0.7018,0.6907,10016,10016010
2017_2,144010015,3,4,6,0.6667,0.7144,0.6963,10016,10016010
2017_3,144010015,3,2,7,0.2857,0.7209,0.6963,10016,10016010
2017_4,144010015,3,3,7,0.4286,0.7323,0.6863,10016,10016010
2018_1,144010015,3,6,7,0.8571,0.7384,0.6935,10016,10016010
2018_2,144010015,3,5,6,0.8333,0.7194,0.7035,10016,10016010
2018_3,144010015,3,5,10,0.5,0.725,0.6948,10016,10016010
2018_4,144010015,3,4,7,0.5714,0.7428,0.7061,10016,10016010
2019_1,144010015,3,3,6,0.5,0.7209,0.7023,10016,10016010
2019_2,144010015,3,8,11,0.7273,0.7431,0.7081,10016,10016010
2019_3,144010015,3,2,6,0.3333,0.745,0.7043,10016,10016010
2019_4,144010015,3,8,10,0.8,0.7534,0.7101,10016,10016010
2020_1,144010015,3,5,5,1,0.762,0.7204,10016,10016010
2020_2,144010015,3,4,7,0.5714,0.7473,0.7184,10016,10016010
2020_3,144010015,3,6,8,0.75,0.7337,0.7202,10016,10016010
2020_4,144010015,3,7,10,0.7,0.7183,0.7261,10016,10016010
2021_1,144010015,3,0,3,0,0.7126,0.7219,10016,10016010
2021_2,144010015,3,11,17,0.6471,0.7394,0.7045,10016,10016010
2021_3,144010015,3,3,3,1,0.746,0.7243,10016,10016010
2021_4,144010015,3,6,8,0.75,0.7617,0.7376,10016,10016010
2022_1,144010015,3,3,3,1,0.7573,0.7516,10016,10016010
