Year_Season,HospitalID,HospitalClass,StrokeRehabNumber,StrokeNumber,StrokeRehabRate,StrokeRehabRegionRate,StrokeRehabCountryRate,CityCode,TownCode
2022_3,1107350015,3,12,12,1,0.7688,0.7411,64000,64000080
2022_4,1107350015,3,15,15,1,0.7763,0.7564,64000,64000080
2023_1,1107350015,3,17,17,1,0.7923,0.7502,64000,64000080
2023_2,1107350015,3,20,22,0.9091,0.7799,0.7581,64000,64000080
2023_3,1107350015,3,10,11,0.9091,0.7611,0.7534,64000,64000080
2023_4,1107350015,3,15,16,0.9375,0.7913,0.7554,64000,64000080
2016_1,1111060015,2,54,86,0.6279,0.6688,0.6686,10017,10017060
2016_2,1111060015,2,60,89,0.6742,0.7007,0.6761,10017,10017060
2016_3,1111060015,2,53,77,0.6883,0.6887,0.6824,10017,10017060
2016_4,1111060015,2,33,59,0.5593,0.6869,0.6773,10017,10017060
2017_1,1111060015,2,55,82,0.6707,0.6762,0.6907,10017,10017060
2017_2,1111060015,2,70,92,0.7609,0.6849,0.6963,10017,10017060
2017_3,1111060015,2,60,91,0.6593,0.6825,0.6963,10017,10017060
2017_4,1111060015,2,58,89,0.6517,0.6661,0.6863,10017,10017060
2018_1,1111060015,2,48,76,0.6316,0.6921,0.6935,10017,10017060
2018_2,1111060015,2,62,94,0.6596,0.6782,0.7035,10017,10017060
2018_3,1111060015,2,38,69,0.5507,0.6773,0.6948,10017,10017060
2018_4,1111060015,2,56,77,0.7273,0.6908,0.7061,10017,10017060
2019_1,1111060015,2,57,97,0.5876,0.712,0.7023,10017,10017060
2019_2,1111060015,2,50,74,0.6757,0.7118,0.7081,10017,10017060
2019_3,1111060015,2,46,72,0.6389,0.6733,0.7043,10017,10017060
2019_4,1111060015,2,56,86,0.6512,0.6975,0.7101,10017,10017060
2020_1,1111060015,2,61,95,0.6421,0.7079,0.7204,10017,10017060
2020_2,1111060015,2,40,62,0.6452,0.7056,0.7184,10017,10017060
2020_3,1111060015,2,72,92,0.7826,0.7146,0.7202,10017,10017060
2020_4,1111060015,2,50,77,0.6494,0.7239,0.7261,10017,10017060
2021_1,1111060015,2,46,79,0.5823,0.705,0.7219,10017,10017060
2021_2,1111060015,2,53,77,0.6883,0.6791,0.7045,10017,10017060
2021_3,1111060015,2,44,65,0.6769,0.7219,0.7243,10017,10017060
2021_4,1111060015,2,51,72,0.7083,0.7442,0.7376,10017,10017060
2022_1,1111060015,2,46,58,0.7931,0.7495,0.7516,10017,10017060
2022_2,1111060015,2,56,66,0.8485,0.7412,0.7522,10017,10017060
2022_3,1111060015,2,67,83,0.8072,0.7358,0.7411,10017,10017060
2022_4,1111060015,2,58,70,0.8286,0.754,0.7564,10017,10017060
2023_1,1111060015,2,63,77,0.8182,0.7641,0.7502,10017,10017060
2023_2,1111060015,2,57,69,0.8261,0.7713,0.7581,10017,10017060
2023_3,1111060015,2,55,68,0.8088,0.7424,0.7534,10017,10017060
2023_4,1111060015,2,62,69,0.8986,0.7639,0.7554,10017,10017060
2016_1,1112010519,2,27,42,0.6429,0.657,0.6686,10018,10018010
2016_2,1112010519,2,14,20,0.7,0.6689,0.6761,10018,10018010
2016_3,1112010519,2,27,40,0.675,0.6741,0.6824,10018,10018010
2016_4,1112010519,2,31,39,0.7949,0.6722,0.6773,10018,10018010
2017_1,1112010519,2,32,38,0.8421,0.6967,0.6907,10018,10018010
2017_2,1112010519,2,21,28,0.75,0.7135,0.6963,10018,10018010
2017_3,1112010519,2,18,28,0.6429,0.7321,0.6963,10018,10018010
2017_4,1112010519,2,30,50,0.6,0.6848,0.6863,10018,10018010
2018_1,1112010519,2,32,45,0.7111,0.7225,0.6935,10018,10018010
2018_2,1112010519,2,30,43,0.6977,0.7374,0.7035,10018,10018010
2018_3,1112010519,2,41,52,0.7885,0.7183,0.6948,10018,10018010
2018_4,1112010519,2,29,42,0.6905,0.7164,0.7061,10018,10018010
2019_1,1112010519,2,30,46,0.6522,0.7247,0.7023,10018,10018010
2019_2,1112010519,2,34,54,0.6296,0.7036,0.7081,10018,10018010
2019_3,1112010519,2,33,60,0.55,0.7166,0.7043,10018,10018010
2019_4,1112010519,2,35,49,0.7143,0.7116,0.7101,10018,10018010
2020_1,1112010519,2,30,44,0.6818,0.6924,0.7204,10018,10018010
2020_2,1112010519,2,30,44,0.6818,0.7092,0.7184,10018,10018010
2020_3,1112010519,2,33,41,0.8049,0.7237,0.7202,10018,10018010
2020_4,1112010519,2,29,34,0.8529,0.7232,0.7261,10018,10018010
2021_1,1112010519,2,18,30,0.6,0.7168,0.7219,10018,10018010
2021_2,1112010519,2,30,42,0.7143,0.7064,0.7045,10018,10018010
2021_3,1112010519,2,44,58,0.7586,0.7344,0.7243,10018,10018010
2021_4,1112010519,2,35,48,0.7292,0.7322,0.7376,10018,10018010
2022_1,1112010519,2,33,42,0.7857,0.7645,0.7516,10018,10018010
2022_2,1112010519,2,34,46,0.7391,0.7505,0.7522,10018,10018010
2022_3,1112010519,2,31,47,0.6596,0.7256,0.7411,10018,10018010
2022_4,1112010519,2,29,42,0.6905,0.765,0.7564,10018,10018010
2023_1,1112010519,2,37,54,0.6852,0.7532,0.7502,10018,10018010
2023_2,1112010519,2,30,45,0.6667,0.7542,0.7581,10018,10018010
2023_3,1112010519,2,37,47,0.7872,0.7628,0.7534,10018,10018010
2023_4,1112010519,2,28,46,0.6087,0.7253,0.7554,10018,10018010
2016_1,1112010528,3,25,34,0.7353,0.657,0.6686,10018,10018010
2016_2,1112010528,3,26,32,0.8125,0.6689,0.6761,10018,10018010
2016_3,1112010528,3,25,37,0.6757,0.6741,0.6824,10018,10018010
2016_4,1112010528,3,25,36,0.6944,0.6722,0.6773,10018,10018010
2017_1,1112010528,3,34,48,0.7083,0.6967,0.6907,10018,10018010
2017_2,1112010528,3,27,39,0.6923,0.7135,0.6963,10018,10018010
2017_3,1112010528,3,37,43,0.8605,0.7321,0.6963,10018,10018010
2017_4,1112010528,3,16,27,0.5926,0.6848,0.6863,10018,10018010
2018_1,1112010528,3,28,32,0.875,0.7225,0.6935,10018,10018010
2018_2,1112010528,3,22,29,0.7586,0.7374,0.7035,10018,10018010
2018_3,1112010528,3,18,25,0.72,0.7183,0.6948,10018,10018010
2018_4,1112010528,3,19,24,0.7917,0.7164,0.7061,10018,10018010
2019_1,1112010528,3,26,28,0.9286,0.7247,0.7023,10018,10018010
2019_2,1112010528,3,18,37,0.4865,0.7036,0.7081,10018,10018010
2019_3,1112010528,3,16,22,0.7273,0.7166,0.7043,10018,10018010
2019_4,1112010528,3,25,27,0.9259,0.7116,0.7101,10018,10018010
2020_1,1112010528,3,23,31,0.7419,0.6924,0.7204,10018,10018010
2020_2,1112010528,3,32,34,0.9412,0.7092,0.7184,10018,10018010
2020_3,1112010528,3,34,39,0.8718,0.7237,0.7202,10018,10018010
2020_4,1112010528,3,29,40,0.725,0.7232,0.7261,10018,10018010
2021_1,1112010528,3,22,32,0.6875,0.7168,0.7219,10018,10018010
2021_2,1112010528,3,22,31,0.7097,0.7064,0.7045,10018,10018010
2021_3,1112010528,3,22,28,0.7857,0.7344,0.7243,10018,10018010
2021_4,1112010528,3,22,31,0.7097,0.7322,0.7376,10018,10018010
2022_1,1112010528,3,30,33,0.9091,0.7645,0.7516,10018,10018010
2022_2,1112010528,3,19,23,0.8261,0.7505,0.7522,10018,10018010
2022_3,1112010528,3,13,23,0.5652,0.7256,0.7411,10018,10018010
2022_4,1112010528,3,19,20,0.95,0.765,0.7564,10018,10018010
2023_1,1112010528,3,7,13,0.5385,0.7532,0.7502,10018,10018010
2023_2,1112010528,3,16,17,0.9412,0.7542,0.7581,10018,10018010
2023_3,1112010528,3,16,24,0.6667,0.7628,0.7534,10018,10018010
2023_4,1112010528,3,9,15,0.6,0.7253,0.7554,10018,10018010
2016_1,1117010019,3,1,1,1,0.6743,0.6686,66000,10019010
2016_1,1121010018,2,16,30,0.5333,0.6552,0.6686,10021,10021010
2016_2,1121010018,2,17,34,0.5,0.6339,0.6761,10021,10021010
2016_3,1121010018,2,15,23,0.6522,0.6743,0.6824,10021,10021010
2016_4,1121010018,2,18,30,0.6,0.6634,0.6773,10021,10021010
2017_1,1121010018,2,10,24,0.4167,0.6898,0.6907,10021,10021010
2017_2,1121010018,2,17,31,0.5484,0.6578,0.6963,10021,10021010
2017_3,1121010018,2,24,41,0.5854,0.6704,0.6963,10021,10021010
2017_4,1121010018,2,11,27,0.4074,0.6721,0.6863,10021,10021010
2018_1,1121010018,2,14,26,0.5385,0.652,0.6935,10021,10021010
2018_2,1121010018,2,18,32,0.5625,0.7067,0.7035,10021,10021010
2018_3,1121010018,2,10,25,0.4,0.696,0.6948,10021,10021010
2018_4,1121010018,2,13,23,0.5652,0.702,0.7061,10021,10021010
2019_1,1121010018,2,25,43,0.5814,0.6801,0.7023,10021,10021010
2019_2,1121010018,2,23,39,0.5897,0.6847,0.7081,10021,10021010
2019_3,1121010018,2,14,26,0.5385,0.6677,0.7043,10021,10021010
2019_4,1121010018,2,16,28,0.5714,0.7021,0.7101,10021,10021010
2020_1,1121010018,2,14,31,0.4516,0.7223,0.7204,10021,10021010
2020_2,1121010018,2,18,36,0.5,0.6816,0.7184,10021,10021010
2020_3,1121010018,2,19,37,0.5135,0.7008,0.7202,10021,10021010
2020_4,1121010018,2,9,27,0.3333,0.705,0.7261,10021,10021010
2021_1,1121010018,2,19,32,0.5938,0.7199,0.7219,10021,10021010
2021_2,1121010018,2,12,26,0.4615,0.705,0.7045,10021,10021010
2021_3,1121010018,2,13,33,0.3939,0.6941,0.7243,10021,10021010
2021_4,1121010018,2,14,31,0.4516,0.7089,0.7376,10021,10021010
2022_1,1121010018,2,15,27,0.5556,0.7368,0.7516,10021,10021010
2022_2,1121010018,2,20,32,0.625,0.7553,0.7522,10021,10021010
2022_3,1121010018,2,19,34,0.5588,0.703,0.7411,10021,10021010
2022_4,1121010018,2,29,51,0.5686,0.7381,0.7564,10021,10021010
2023_1,1121010018,2,26,48,0.5417,0.7233,0.7502,10021,10021010
2023_2,1121010018,2,12,30,0.4,0.7272,0.7581,10021,10021010
2023_3,1121010018,2,25,48,0.5208,0.723,0.7534,10021,10021010
2023_4,1121010018,2,18,33,0.5455,0.7438,0.7554,10021,10021010
2016_1,1122010012,2,57,72,0.7917,0.6552,0.6686,10020,10020010
2016_2,1122010012,2,64,95,0.6737,0.6339,0.6761,10020,10020010
2016_3,1122010012,2,63,86,0.7326,0.6743,0.6824,10020,10020010
2016_4,1122010012,2,57,73,0.7808,0.6634,0.6773,10020,10020010
2017_1,1122010012,2,80,103,0.7767,0.6898,0.6907,10020,10020010
2017_2,1122010012,2,78,98,0.7959,0.6578,0.6963,10020,10020010
2017_3,1122010012,2,78,99,0.7879,0.6704,0.6963,10020,10020010
2017_4,1122010012,2,73,107,0.6822,0.6721,0.6863,10020,10020010
2018_1,1122010012,2,64,92,0.6957,0.652,0.6935,10020,10020010
2018_2,1122010012,2,66,90,0.7333,0.7067,0.7035,10020,10020010
2018_3,1122010012,2,68,89,0.764,0.696,0.6948,10020,10020010
2018_4,1122010012,2,64,90,0.7111,0.702,0.7061,10020,10020010
2019_1,1122010012,2,73,97,0.7526,0.6801,0.7023,10020,10020010
2019_2,1122010012,2,55,93,0.5914,0.6847,0.7081,10020,10020010
2019_3,1122010012,2,57,86,0.6628,0.6677,0.7043,10020,10020010
2019_4,1122010012,2,59,87,0.6782,0.7021,0.7101,10020,10020010
2020_1,1122010012,2,59,81,0.7284,0.7223,0.7204,10020,10020010
2020_2,1122010012,2,50,75,0.6667,0.6816,0.7184,10020,10020010
2020_3,1122010012,2,72,91,0.7912,0.7008,0.7202,10020,10020010
2020_4,1122010012,2,57,76,0.75,0.705,0.7261,10020,10020010
2021_1,1122010012,2,63,80,0.7875,0.7199,0.7219,10020,10020010
2021_2,1122010012,2,71,88,0.8068,0.705,0.7045,10020,10020010
2021_3,1122010012,2,74,90,0.8222,0.6941,0.7243,10020,10020010
2021_4,1122010012,2,64,83,0.7711,0.7089,0.7376,10020,10020010
2022_1,1122010012,2,61,76,0.8026,0.7368,0.7516,10020,10020010
2022_2,1122010012,2,52,72,0.7222,0.7553,0.7522,10020,10020010
2022_3,1122010012,2,58,82,0.7073,0.703,0.7411,10020,10020010
2022_4,1122010012,2,51,71,0.7183,0.7381,0.7564,10020,10020010
2023_1,1122010012,2,69,99,0.697,0.7233,0.7502,10020,10020010
2023_2,1122010012,2,60,77,0.7792,0.7272,0.7581,10020,10020010
2023_3,1122010012,2,60,80,0.75,0.723,0.7534,10020,10020010
2023_4,1122010012,2,59,79,0.7468,0.7438,0.7554,10020,10020010
2016_1,1122010021,2,27,44,0.6136,0.6552,0.6686,10020,10020010
2016_2,1122010021,2,27,42,0.6429,0.6339,0.6761,10020,10020010
2016_3,1122010021,2,27,38,0.7105,0.6743,0.6824,10020,10020010
2016_4,1122010021,2,32,53,0.6038,0.6634,0.6773,10020,10020010
2017_1,1122010021,2,47,66,0.7121,0.6898,0.6907,10020,10020010
2017_2,1122010021,2,37,52,0.7115,0.6578,0.6963,10020,10020010
2017_3,1122010021,2,32,44,0.7273,0.6704,0.6963,10020,10020010
2017_4,1122010021,2,43,51,0.8431,0.6721,0.6863,10020,10020010
2018_1,1122010021,2,32,48,0.6667,0.652,0.6935,10020,10020010
2018_2,1122010021,2,33,54,0.6111,0.7067,0.7035,10020,10020010
2018_3,1122010021,2,42,66,0.6364,0.696,0.6948,10020,10020010
2018_4,1122010021,2,42,63,0.6667,0.702,0.7061,10020,10020010
2019_1,1122010021,2,22,41,0.5366,0.6801,0.7023,10020,10020010
2019_2,1122010021,2,24,42,0.5714,0.6847,0.7081,10020,10020010
2019_3,1122010021,2,37,54,0.6852,0.6677,0.7043,10020,10020010
2019_4,1122010021,2,24,36,0.6667,0.7021,0.7101,10020,10020010
2020_1,1122010021,2,37,54,0.6852,0.7223,0.7204,10020,10020010
2020_2,1122010021,2,41,65,0.6308,0.6816,0.7184,10020,10020010
2020_3,1122010021,2,52,75,0.6933,0.7008,0.7202,10020,10020010
2020_4,1122010021,2,27,58,0.4655,0.705,0.7261,10020,10020010
2021_1,1122010021,2,33,45,0.7333,0.7199,0.7219,10020,10020010
2021_2,1122010021,2,38,55,0.6909,0.705,0.7045,10020,10020010
2021_3,1122010021,2,27,45,0.6,0.6941,0.7243,10020,10020010
2021_4,1122010021,2,36,43,0.8372,0.7089,0.7376,10020,10020010
2022_1,1122010021,2,33,41,0.8049,0.7368,0.7516,10020,10020010
2022_2,1122010021,2,59,72,0.8194,0.7553,0.7522,10020,10020010
2022_3,1122010021,2,23,38,0.6053,0.703,0.7411,10020,10020010
2022_4,1122010021,2,31,38,0.8158,0.7381,0.7564,10020,10020010
2023_1,1122010021,2,38,48,0.7917,0.7233,0.7502,10020,10020010
2023_2,1122010021,2,32,39,0.8205,0.7272,0.7581,10020,10020010
2023_3,1122010021,2,51,60,0.85,0.723,0.7534,10020,10020010
2023_4,1122010021,2,39,52,0.75,0.7438,0.7554,10020,10020010
2016_1,1131010011,1,186,213,0.8732,0.6688,0.6686,65000,65000010
2016_2,1131010011,1,160,187,0.8556,0.7007,0.6761,65000,65000010
2016_3,1131010011,1,185,209,0.8852,0.6887,0.6824,65000,65000010
2016_4,1131010011,1,146,177,0.8249,0.6869,0.6773,65000,65000010
2017_1,1131010011,1,220,264,0.8333,0.6762,0.6907,65000,65000010
2017_2,1131010011,1,194,232,0.8362,0.6849,0.6963,65000,65000010
2017_3,1131010011,1,169,195,0.8667,0.6825,0.6963,65000,65000010
2017_4,1131010011,1,170,197,0.8629,0.6661,0.6863,65000,65000010
2018_1,1131010011,1,196,223,0.8789,0.6921,0.6935,65000,65000010
2018_2,1131010011,1,186,210,0.8857,0.6782,0.7035,65000,65000010
2018_3,1131010011,1,207,238,0.8697,0.6773,0.6948,65000,65000010
2018_4,1131010011,1,186,208,0.8942,0.6908,0.7061,65000,65000010
2019_1,1131010011,1,215,243,0.8848,0.712,0.7023,65000,65000010
2019_2,1131010011,1,206,234,0.8803,0.7118,0.7081,65000,65000010
2019_3,1131010011,1,178,206,0.8641,0.6733,0.7043,65000,65000010
2019_4,1131010011,1,196,224,0.875,0.6975,0.7101,65000,65000010
2020_1,1131010011,1,178,196,0.9082,0.7079,0.7204,65000,65000010
2020_2,1131010011,1,187,217,0.8618,0.7056,0.7184,65000,65000010
2020_3,1131010011,1,221,249,0.8876,0.7146,0.7202,65000,65000010
2020_4,1131010011,1,224,250,0.896,0.7239,0.7261,65000,65000010
2021_1,1131010011,1,164,190,0.8632,0.705,0.7219,65000,65000010
2021_2,1131010011,1,162,191,0.8482,0.6791,0.7045,65000,65000010
2021_3,1131010011,1,168,185,0.9081,0.7219,0.7243,65000,65000010
2021_4,1131010011,1,195,222,0.8784,0.7442,0.7376,65000,65000010
2022_1,1131010011,1,175,194,0.9021,0.7495,0.7516,65000,65000010
2022_2,1131010011,1,139,161,0.8634,0.7412,0.7522,65000,65000010
2022_3,1131010011,1,165,195,0.8462,0.7358,0.7411,65000,65000010
2022_4,1131010011,1,141,162,0.8704,0.754,0.7564,65000,65000010
2023_1,1131010011,1,167,186,0.8978,0.7641,0.7502,65000,65000010
2023_2,1131010011,1,229,247,0.9271,0.7713,0.7581,65000,65000010
2023_3,1131010011,1,170,188,0.9043,0.7424,0.7534,65000,65000010
2023_4,1131010011,1,179,191,0.9372,0.7639,0.7554,65000,65000010
2016_1,1131050515,1,43,95,0.4526,0.6688,0.6686,65000,65000060
2016_2,1131050515,1,89,116,0.7672,0.7007,0.6761,65000,65000060
2016_3,1131050515,1,56,92,0.6087,0.6887,0.6824,65000,65000060
2016_4,1131050515,1,63,93,0.6774,0.6869,0.6773,65000,65000060
2017_1,1131050515,1,65,102,0.6373,0.6762,0.6907,65000,65000060
2017_2,1131050515,1,51,96,0.5313,0.6849,0.6963,65000,65000060
2017_3,1131050515,1,77,111,0.6937,0.6825,0.6963,65000,65000060
2017_4,1131050515,1,83,123,0.6748,0.6661,0.6863,65000,65000060
2018_1,1131050515,1,84,117,0.7179,0.6921,0.6935,65000,65000060
2018_2,1131050515,1,64,95,0.6737,0.6782,0.7035,65000,65000060
2018_3,1131050515,1,61,86,0.7093,0.6773,0.6948,65000,65000060
2018_4,1131050515,1,60,84,0.7143,0.6908,0.7061,65000,65000060
2019_1,1131050515,1,90,130,0.6923,0.712,0.7023,65000,65000060
2019_2,1131050515,1,81,114,0.7105,0.7118,0.7081,65000,65000060
2019_3,1131050515,1,86,126,0.6825,0.6733,0.7043,65000,65000060
2019_4,1131050515,1,79,115,0.687,0.6975,0.7101,65000,65000060
2020_1,1131050515,1,79,108,0.7315,0.7079,0.7204,65000,65000060
2020_2,1131050515,1,63,85,0.7412,0.7056,0.7184,65000,65000060
2020_3,1131050515,1,91,118,0.7712,0.7146,0.7202,65000,65000060
2020_4,1131050515,1,80,101,0.7921,0.7239,0.7261,65000,65000060
2021_1,1131050515,1,63,82,0.7683,0.705,0.7219,65000,65000060
2021_2,1131050515,1,84,108,0.7778,0.6791,0.7045,65000,65000060
2021_3,1131050515,1,83,115,0.7217,0.7219,0.7243,65000,65000060
2021_4,1131050515,1,82,103,0.7961,0.7442,0.7376,65000,65000060
2022_1,1131050515,1,76,97,0.7835,0.7495,0.7516,65000,65000060
2022_2,1131050515,1,78,106,0.7358,0.7412,0.7522,65000,65000060
2022_3,1131050515,1,87,120,0.725,0.7358,0.7411,65000,65000060
2022_4,1131050515,1,66,103,0.6408,0.754,0.7564,65000,65000060
2023_1,1131050515,1,92,130,0.7077,0.7641,0.7502,65000,65000060
2023_2,1131050515,1,66,103,0.6408,0.7713,0.7581,65000,65000060
2023_3,1131050515,1,80,112,0.7143,0.7424,0.7534,65000,65000060
2023_4,1131050515,1,95,120,0.7917,0.7639,0.7554,65000,65000060
2016_1,1131090019,2,53,74,0.7162,0.6688,0.6686,65000,65000090
2016_2,1131090019,2,61,94,0.6489,0.7007,0.6761,65000,65000090
2016_3,1131090019,2,44,75,0.5867,0.6887,0.6824,65000,65000090
2016_4,1131090019,2,64,103,0.6214,0.6869,0.6773,65000,65000090
2017_1,1131090019,2,57,83,0.6867,0.6762,0.6907,65000,65000090
2017_2,1131090019,2,51,75,0.68,0.6849,0.6963,65000,65000090
2017_3,1131090019,2,72,97,0.7423,0.6825,0.6963,65000,65000090
2017_4,1131090019,2,58,90,0.6444,0.6661,0.6863,65000,65000090
2018_1,1131090019,2,61,86,0.7093,0.6921,0.6935,65000,65000090
2018_2,1131090019,2,67,85,0.7882,0.6782,0.7035,65000,65000090
2018_3,1131090019,2,43,73,0.589,0.6773,0.6948,65000,65000090
2018_4,1131090019,2,52,88,0.5909,0.6908,0.7061,65000,65000090
2019_1,1131090019,2,54,90,0.6,0.712,0.7023,65000,65000090
2019_2,1131090019,2,36,66,0.5455,0.7118,0.7081,65000,65000090
2019_3,1131090019,2,36,75,0.48,0.6733,0.7043,65000,65000090
2019_4,1131090019,2,51,92,0.5543,0.6975,0.7101,65000,65000090
2020_1,1131090019,2,52,101,0.5149,0.7079,0.7204,65000,65000090
2020_2,1131090019,2,43,82,0.5244,0.7056,0.7184,65000,65000090
2020_3,1131090019,2,52,69,0.7536,0.7146,0.7202,65000,65000090
2020_4,1131090019,2,48,70,0.6857,0.7239,0.7261,65000,65000090
2021_1,1131090019,2,39,75,0.52,0.705,0.7219,65000,65000090
2021_2,1131090019,2,47,85,0.5529,0.6791,0.7045,65000,65000090
2021_3,1131090019,2,49,79,0.6203,0.7219,0.7243,65000,65000090
2021_4,1131090019,2,52,92,0.5652,0.7442,0.7376,65000,65000090
2022_1,1131090019,2,55,90,0.6111,0.7495,0.7516,65000,65000090
2022_2,1131090019,2,45,72,0.625,0.7412,0.7522,65000,65000090
2022_3,1131090019,2,49,82,0.5976,0.7358,0.7411,65000,65000090
2022_4,1131090019,2,77,88,0.875,0.754,0.7564,65000,65000090
2023_1,1131090019,2,41,64,0.6406,0.7641,0.7502,65000,65000090
2023_2,1131090019,2,56,85,0.6588,0.7713,0.7581,65000,65000090
2023_3,1131090019,2,59,92,0.6413,0.7424,0.7534,65000,65000090
2023_4,1131090019,2,53,85,0.6235,0.7639,0.7554,65000,65000090
2016_1,1131110516,2,35,40,0.875,0.6688,0.6686,65000,65000110
2016_2,1131110516,2,22,27,0.8148,0.7007,0.6761,65000,65000110
2016_3,1131110516,2,37,45,0.8222,0.6887,0.6824,65000,65000110
2016_4,1131110516,2,34,47,0.7234,0.6869,0.6773,65000,65000110
2017_1,1131110516,2,49,64,0.7656,0.6762,0.6907,65000,65000110
2017_2,1131110516,2,42,54,0.7778,0.6849,0.6963,65000,65000110
2017_3,1131110516,2,27,41,0.6585,0.6825,0.6963,65000,65000110
2017_4,1131110516,2,31,47,0.6596,0.6661,0.6863,65000,65000110
2018_1,1131110516,2,46,57,0.807,0.6921,0.6935,65000,65000110
2018_2,1131110516,2,30,44,0.6818,0.6782,0.7035,65000,65000110
2018_3,1131110516,2,33,44,0.75,0.6773,0.6948,65000,65000110
2018_4,1131110516,2,32,41,0.7805,0.6908,0.7061,65000,65000110
2019_1,1131110516,2,15,21,0.7143,0.712,0.7023,65000,65000110
2019_2,1131110516,2,25,39,0.641,0.7118,0.7081,65000,65000110
2019_3,1131110516,2,29,37,0.7838,0.6733,0.7043,65000,65000110
2019_4,1131110516,2,38,45,0.8444,0.6975,0.7101,65000,65000110
2020_1,1131110516,2,36,48,0.75,0.7079,0.7204,65000,65000110
2020_2,1131110516,2,32,38,0.8421,0.7056,0.7184,65000,65000110
2020_3,1131110516,2,30,41,0.7317,0.7146,0.7202,65000,65000110
2020_4,1131110516,2,33,45,0.7333,0.7239,0.7261,65000,65000110
2021_1,1131110516,2,26,41,0.6341,0.705,0.7219,65000,65000110
2021_2,1131110516,2,24,34,0.7059,0.6791,0.7045,65000,65000110
2021_3,1131110516,2,33,43,0.7674,0.7219,0.7243,65000,65000110
2021_4,1131110516,2,30,35,0.8571,0.7442,0.7376,65000,65000110
2022_1,1131110516,2,32,44,0.7273,0.7495,0.7516,65000,65000110
2022_2,1131110516,2,28,33,0.8485,0.7412,0.7522,65000,65000110
2022_3,1131110516,2,22,26,0.8462,0.7358,0.7411,65000,65000110
2022_4,1131110516,2,28,35,0.8,0.754,0.7564,65000,65000110
2023_1,1131110516,2,19,26,0.7308,0.7641,0.7502,65000,65000110
2023_2,1131110516,2,17,22,0.7727,0.7713,0.7581,65000,65000110
2023_3,1131110516,2,21,28,0.75,0.7424,0.7534,65000,65000110
2023_4,1131110516,2,26,34,0.7647,0.7639,0.7554,65000,65000110
2020_2,1131130018,2,14,19,0.7368,0.7056,0.7184,65000,65000130
2020_3,1131130018,2,14,27,0.5185,0.7146,0.7202,65000,65000130
2020_4,1131130018,2,19,28,0.6786,0.7239,0.7261,65000,65000130
2021_1,1131130018,2,25,31,0.8065,0.705,0.7219,65000,65000130
2021_2,1131130018,2,16,32,0.5,0.6791,0.7045,65000,65000130
2021_3,1131130018,2,39,55,0.7091,0.7219,0.7243,65000,65000130
2021_4,1131130018,2,46,60,0.7667,0.7442,0.7376,65000,65000130
2022_1,1131130018,2,40,46,0.8696,0.7495,0.7516,65000,65000130
2022_2,1131130018,2,31,38,0.8158,0.7412,0.7522,65000,65000130
2022_3,1131130018,2,64,68,0.9412,0.7358,0.7411,65000,65000130
2022_4,1131130018,2,65,69,0.942,0.754,0.7564,65000,65000130
2023_1,1131130018,2,63,83,0.759,0.7641,0.7502,65000,65000130
2023_2,1131130018,2,70,76,0.9211,0.7713,0.7581,65000,65000130
2023_3,1131130018,2,57,62,0.9194,0.7424,0.7534,65000,65000130
2023_4,1131130018,2,46,54,0.8519,0.7639,0.7554,65000,65000130
2016_1,1132010024,2,27,46,0.587,0.657,0.6686,68000,68000010
2016_2,1132010024,2,25,36,0.6944,0.6689,0.6761,68000,68000010
2016_3,1132010024,2,31,46,0.6739,0.6741,0.6824,68000,68000010
2016_4,1132010024,2,33,57,0.5789,0.6722,0.6773,68000,68000010
2017_1,1132010024,2,29,47,0.617,0.6967,0.6907,68000,68000010
2017_2,1132010024,2,21,42,0.5,0.7135,0.6963,68000,68000010
2017_3,1132010024,2,25,51,0.4902,0.7321,0.6963,68000,68000010
2017_4,1132010024,2,29,50,0.58,0.6848,0.6863,68000,68000010
2018_1,1132010024,2,22,45,0.4889,0.7225,0.6935,68000,68000010
2018_2,1132010024,2,24,48,0.5,0.7374,0.7035,68000,68000010
2018_3,1132010024,2,25,43,0.5814,0.7183,0.6948,68000,68000010
2018_4,1132010024,2,19,35,0.5429,0.7164,0.7061,68000,68000010
2019_1,1132010024,2,21,45,0.4667,0.7247,0.7023,68000,68000010
2019_2,1132010024,2,22,43,0.5116,0.7036,0.7081,68000,68000010
2019_3,1132010024,2,21,35,0.6,0.7166,0.7043,68000,68000010
2019_4,1132010024,2,22,34,0.6471,0.7116,0.7101,68000,68000010
2020_1,1132010024,2,28,46,0.6087,0.6924,0.7204,68000,68000010
2020_2,1132010024,2,25,45,0.5556,0.7092,0.7184,68000,68000010
2020_3,1132010024,2,24,40,0.6,0.7237,0.7202,68000,68000010
2020_4,1132010024,2,20,42,0.4762,0.7232,0.7261,68000,68000010
2021_1,1132010024,2,18,36,0.5,0.7168,0.7219,68000,68000010
2021_2,1132010024,2,19,37,0.5135,0.7064,0.7045,68000,68000010
2021_3,1132010024,2,21,38,0.5526,0.7344,0.7243,68000,68000010
2021_4,1132010024,2,17,34,0.5,0.7322,0.7376,68000,68000010
2022_1,1132010024,2,23,37,0.6216,0.7645,0.7516,68000,68000010
2022_2,1132010024,2,24,49,0.4898,0.7505,0.7522,68000,68000010
2022_3,1132010024,2,33,58,0.569,0.7256,0.7411,68000,68000010
